Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots
CHICAGO O'HARE INTL ARPT,MD-80,None,7/6/2001,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,170
LAMBERT-ST LOUIS INTL,B-737-300,None,7/6/2001,SOUTHWEST AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,130
CHARLESTON AFB/INTL ARPT,C-21A,None,7/7/2001,MILITARY,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,0,0,110
CHARLESTON AFB/INTL ARPT,C-21A,None,7/7/2001,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,100
SACRAMENTO INTL,B-737,None,7/7/2001,AMERICA WEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
DENVER INTL AIRPORT,MD-80,None,7/7/2001,AMERICAN AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,160
AUSTIN-BERGSTROM INTL,MD-80,None,7/7/2001,TRANS WORLD AIRLINES,Texas,Approach,Small,Unknown bird - small,Dusk,0,0,0,
SACRAMENTO INTL,A-320,None,7/7/2001,AMERICA WEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,140
SACRAMENTO INTL,A-320,Minor,7/8/2001,NORTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
SACRAMENTO INTL,A-320,Minor,7/8/2001,NORTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
NEW ORLEANS INTL,MD-80,None,7/8/2001,CONTINENTAL AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,
CHICAGO MIDWAY INTL ARPT,B-737-200,None,7/8/2001,SOUTHWEST AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,132
DENVER INTL AIRPORT,MD-80,None,7/8/2001,AMERICAN AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,130
CLEVELAND-HOPKINS INTL ARPT,EMB-145,None,7/9/2001,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,Medium,Unknown bird - medium,Day,0,0,0,130
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,7/9/2001,ATLANTIC COAST AIRLINES,DC,Approach,Small,Mourning dove,Dawn,0,0,0,110
GEORGE BUSH INTERCONTINENTAL,B-727-200,None,7/9/2001,DELTA AIR LINES,Texas,Climb,Small,Unknown bird - small,Dawn,0,0,0,155
DETROIT METRO WAYNE COUNTY ARPT,SAAB-340,None,7/9/2001,MESABA AIRLINES,Michigan,Approach,Small,Unknown bird - small,Day,0,0,0,130
DENVER INTL AIRPORT,BE-1900,None,7/9/2001,BUSINESS,Colorado,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
DENVER INTL AIRPORT,A-320,None,7/9/2001,NORTHWEST AIRLINES,Colorado,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
LOUISVILLE INTL ARPT,MD-80,None,7/10/2001,DELTA AIR LINES,Kentucky,Climb,Medium,American crow,Dawn,0,0,0,150
RONALD REAGAN WASHINGTON NATL,FOKKER F100,None,7/10/2001,AMERICAN AIRLINES,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
PHILADELPHIA INTL,A-320,None,7/10/2001,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,150
LOUISVILLE INTL ARPT,BA-146,None,7/11/2001,MESABA AIRLINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100
DENVER INTL AIRPORT,B-737-800,None,7/11/2001,AMERICAN AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,130
DETROIT METRO WAYNE COUNTY ARPT,MD-80,None,7/11/2001,AMERICAN AIRLINES,Michigan,Take-off run,Small,Unknown bird - small,Day,0,0,0,130
MEMPHIS INTL,A-300,None,7/11/2001,FEDEX EXPRESS,Tennessee,Descent,Small,Unknown bird - small,Night,0,0,0,180
DENVER INTL AIRPORT,A-320,None,7/12/2001,UNITED AIRLINES,Colorado,Climb,Medium,Unknown bird - medium,Night,0,0,0,
MINETA SAN JOSE INTL,B-757-200,None,7/12/2001,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,125
PORTLAND INTL (OR),B-737-800,None,7/12/2001,DELTA AIR LINES,Oregon,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,B-727-200,None,7/12/2001,UNITED AIRLINES,DC,Take-off run,Small,American kestrel,Dusk,0,0,0,100
LOUISVILLE INTL ARPT,B-757-200,None,7/13/2001,UPS AIRLINES,Kentucky,Approach,Large,Unknown bird - large,Night,0,0,0,130
SACRAMENTO INTL,FOKKER F28 MK 4000,None,7/13/2001,HORIZON AIR,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,
KANSAS CITY INTL,MD-88,None,7/13/2001,DELTA AIR LINES,Missouri,Landing Roll,Medium,Mallard,Day,0,0,0,120
LAGUARDIA NY,B-727-200,None,7/13/2001,UNITED AIRLINES,New York,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,A-319,None,7/14/2001,US AIRWAYS*,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
LAGUARDIA NY,B-737,None,7/14/2001,US AIRWAYS*,New York,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,
DALLAS/FORT WORTH INTL ARPT,EMB-145,None,7/14/2001,AMERICAN EAGLE AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,145
MINETA SAN JOSE INTL,MD-80,None,7/14/2001,AMERICAN AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,
LOS ANGELES INTL,B-767-400,Medium,7/16/2001,DELTA AIR LINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
LAGUARDIA NY,B-737-200,None,7/16/2001,US AIRWAYS*,New York,Approach,Medium,Unknown bird - medium,Day,0,0,0,130
DETROIT METRO WAYNE COUNTY ARPT,SAAB-340,None,7/16/2001,MESABA AIRLINES,Michigan,Approach,Small,Unknown bird - small,Dawn,0,0,0,115
PORTLAND INTL (OR),FOKKER F28 MK 4000,None,7/16/2001,HORIZON AIR,Oregon,Approach,Small,Unknown bird - small,Dawn,0,0,0,
LAGUARDIA NY,A-320,None,7/16/2001,US AIRWAYS*,New York,Approach,Small,Unknown bird - small,Day,0,0,0,130
LIHUE ARPT,B-737,None,7/16/2001,ALOHA AIRLINES,Hawaii,Climb,Small,Unknown bird - small,Day,0,0,0,150
GREATER PITTSBURGH,FOKKER F100,None,7/16/2001,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Dusk,0,0,0,
FORT LAUDERDALE/HOLLYWOOD INTL,B-737-400,None,7/17/2001,US AIRWAYS*,Florida,Approach,Medium,Unknown bird - medium,Day,0,0,0,170
LIHUE ARPT,B-737-200,None,7/17/2001,ALOHA AIRLINES,Hawaii,Approach,Small,Western meadowlark,Dawn,0,0,0,130
NEW ORLEANS INTL,B-737-400,Minor,7/17/2001,US AIRWAYS*,Louisiana,Approach,Small,European starling,Day,0,0,0,145
CHARLOTTE/DOUGLAS INTL ARPT,A-320,None,7/17/2001,US AIRWAYS*,North Carolina,Approach,Small,Mourning dove,Day,0,0,0,140
GREATER PITTSBURGH,A-319,None,7/17/2001,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,
LAGUARDIA NY,B-757-200,None,7/17/2001,AMERICAN AIRLINES,New York,Climb,Small,Unknown bird - small,Day,0,0,0,160
PORTLAND INTL (OR),FOKKER F28 MK 4000,None,7/17/2001,HORIZON AIR,Oregon,Landing Roll,Small,American kestrel,Day,0,0,0,
BALTIMORE WASH INTL,B-737-700,None,7/17/2001,SOUTHWEST AIRLINES,Maryland,Take-off run,Small,Unknown bird - small,Day,0,0,0,150
GREATER PITTSBURGH,DORNIER 328,None,7/18/2001,PSA AIRLINES,Pennsylvania,Descent,Small,Unknown bird - small,Dawn,0,0,0,
METRO OAKLAND INTL,B-727-200,None,7/18/2001,FEDEX EXPRESS,California,Approach,Small,Unknown bird - small,Day,0,0,0,170
DALLAS/FORT WORTH INTL ARPT,B-777-200,None,7/19/2001,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,ATR-72,None,7/19/2001,AMERICAN EAGLE AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,112
PORTLAND INTL (OR),FOKKER F28 MK 4000,None,7/19/2001,HORIZON AIR,Oregon,Approach,Small,Unknown bird - small,Day,0,0,0,
LOS ANGELES INTL,B-767-200,None,7/19/2001,AMERICAN AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,140
BALTIMORE WASH INTL,B-737-200,None,7/19/2001,US AIRWAYS*,Maryland,Take-off run,Small,Unknown bird - small,Day,0,0,0,135
SAN ANTONIO INTL,MD-88,None,7/19/2001,DELTA AIR LINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140
SAN ANTONIO INTL,B-727-200,None,7/19/2001,FEDEX EXPRESS,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,200
LOUISVILLE INTL ARPT,B-757-200,None,7/20/2001,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,180
SEATTLE-TACOMA INTL,MD-80,None,7/20/2001,AMERICAN AIRLINES,Washington,Climb,Small,Unknown bird - small,Day,0,0,0,
PORTLAND INTL (OR),FOKKER F28 MK 4000,None,7/21/2001,HORIZON AIR,Oregon,Landing Roll,Medium,Red-tailed hawk,Day,0,0,0,
DENVER INTL AIRPORT,B-737-300,None,7/21/2001,UNITED AIRLINES,Colorado,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,SAAB-340,Minor,7/22/2001,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Medium,Red-tailed hawk,Day,0,0,0,80
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,7/22/2001,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Meadowlarks,Dawn,0,0,0,90
DALLAS/FORT WORTH INTL ARPT,ATR-72,None,7/22/2001,AMERICAN EAGLE AIRLINES,Texas,Descent,Small,Unknown bird - small,Day,0,0,0,240
PORTLAND INTL (OR),EMB-120,None,7/23/2001,SKYWEST AIRLINES,Oregon,Approach,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,7/23/2001,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,A-319,None,7/23/2001,US AIRWAYS*,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,7/23/2001,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,B-767-300,None,7/23/2001,AMERICAN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,250
INDIANAPOLIS INTL,BE-1900,None,7/23/2001,BUSINESS,Indiana,Landing Roll,Small,Mourning dove,Dawn,0,0,0,
INDIANAPOLIS INTL,BE-1900,None,7/23/2001,BUSINESS,Indiana,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,7/23/2001,AMERICAN AIRLINES,Texas,Approach,Small,Rock pigeon,Day,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,7/23/2001,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
DENVER INTL AIRPORT,MD-80,None,7/23/2001,AMERICAN AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,
WILL ROGERS WORLD ARPT,VC-137,None,7/24/2001,MILITARY,Oklahoma,Climb,Medium,Unknown bird or bat,Day,0,0,0,
PORT COLUMBUS INTL,C-560,None,7/24/2001,EXECUTIVE JET AVIATION,Ohio,Take-off run,Small,Mourning dove,Dawn,0,0,0,80
CHARLOTTE/DOUGLAS INTL ARPT,B-737-400,None,7/24/2001,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,7/24/2001,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,
PORT COLUMBUS INTL,A-320,None,7/24/2001,AMERICA WEST AIRLINES,Ohio,Landing Roll,Small,Mourning dove,Dusk,0,0,0,
SAN ANTONIO INTL,B-757-200,None,7/24/2001,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,170
DALLAS/FORT WORTH INTL ARPT,MD-80,None,7/24/2001,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,250
GREATER PITTSBURGH,FOKKER F100,None,7/24/2001,US AIRWAYS*,Pennsylvania,Landing Roll,Small,Unknown bird - small,Night,0,0,0,80
DALLAS/FORT WORTH INTL ARPT,MD-80,Minor,7/25/2001,AMERICAN AIRLINES,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DORNIER 328,None,7/25/2001,UNKNOWN,Kentucky,Approach,Small,European starling,Day,0,0,0,120
DENVER INTL AIRPORT,A-320,None,7/26/2001,UNITED AIRLINES,Colorado,Climb,Medium,Unknown bird - medium,Night,0,0,0,
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,7/26/2001,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,146
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,None,7/26/2001,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,160
MEMPHIS INTL,A-300,None,7/26/2001,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,150
HONOLULU INTL ARPT,B-717-200,None,7/26/2001,HAWAIIAN AIR,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,80
KANSAS CITY INTL,B-757-200,None,7/26/2001,DELTA AIR LINES,Missouri,Landing Roll,Small,Cliff swallow,Day,0,0,0,120
DALLAS/FORT WORTH INTL ARPT,MD-80,None,7/26/2001,AMERICAN AIRLINES,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,60
METRO OAKLAND INTL,ROBINSON R22,None,7/27/2001,BUSINESS,California,Approach,Small,Rock pigeon,Day,0,0,0,62
NEW ORLEANS INTL,B-737-300,None,7/27/2001,US AIRWAYS*,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,
KANSAS CITY INTL,B-727-200,None,7/27/2001,DELTA AIR LINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,140
LOUISVILLE INTL ARPT,CL-RJ100/200,None,7/27/2001,ATLANTIC COAST AIRLINES,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,200
LAMBERT-ST LOUIS INTL,BA-31 JETSTR,None,7/27/2001,BUSINESS,Missouri,Landing Roll,Small,American kestrel,Day,0,0,0,70
DALLAS/FORT WORTH INTL ARPT,MD-80,None,7/27/2001,AMERICAN AIRLINES,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,100
LAGUARDIA NY,A-320,None,7/27/2001,US AIRWAYS*,New York,Approach,Small,Unknown bird - small,Night,0,0,0,140
PHILADELPHIA INTL,B-737-300,Minor,7/28/2001,US AIRWAYS*,Pennsylvania,Approach,Large,Canada goose,Dusk,0,0,0,
MINETA SAN JOSE INTL,B-757-200,Medium,7/28/2001,AMERICAN AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,210
CHICAGO O'HARE INTL ARPT,EMB-145,None,7/28/2001,AMERICAN EAGLE AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,130
PORTLAND INTL (OR),B-757-200,None,7/28/2001,NORTHWEST AIRLINES,Oregon,Take-off run,Small,Mourning dove,Day,0,0,0,
PORT COLUMBUS INTL,B-737-500,None,7/29/2001,UNITED AIRLINES,Ohio,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
LOUISVILLE INTL ARPT,A-300,None,7/29/2001,UPS AIRLINES,Kentucky,Approach,Small,Killdeer,Day,0,0,0,110
SAN ANTONIO INTL,MD-80,None,7/29/2001,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,170
CHICAGO O'HARE INTL ARPT,B-737,None,7/29/2001,UNKNOWN,Illinois,Take-off run,Small,Barn swallow,Day,0,0,0,160
INDIANAPOLIS INTL,B-737-300,None,7/29/2001,US AIRWAYS*,Indiana,Climb,Small,European starling,Dusk,0,0,0,
LAMBERT-ST LOUIS INTL,MD-80,None,7/30/2001,TRANS WORLD AIRLINES,Missouri,Approach,Small,European starling,Dawn,0,0,0,130
CLEVELAND-HOPKINS INTL ARPT,EMB-135,Minor,7/30/2001,AMERICAN EAGLE AIRLINES,Ohio,Take-off run,Small,Barn swallow,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,EMB-145,None,7/30/2001,CHAUTAUQUA AIRLINES,Kentucky,Approach,Small,European starling,Day,0,0,0,130
DENVER INTL AIRPORT,B-727,None,7/30/2001,NORTHWEST AIRLINES,Colorado,Landing Roll,Small,Cliff swallow,Day,0,0,0,
PORT COLUMBUS INTL,C-560,None,7/30/2001,EXECUTIVE JET AVIATION,Ohio,Landing Roll,Small,American kestrel,Day,0,0,0,
SACRAMENTO INTL,A-320,None,7/30/2001,UNITED AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,
PORT COLUMBUS INTL,EMB-145,None,7/30/2001,CHAUTAUQUA AIRLINES,Ohio,Take-off run,Small,Rock pigeon,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,None,7/30/2001,ATLANTIC COAST AIRLINES,DC,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,
LOUISVILLE INTL ARPT,DC-8-70,None,7/30/2001,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,180
SALT LAKE CITY INTL,B-727-200,None,7/30/2001,DELTA AIR LINES,Utah,Approach,Small,Unknown bird - small,Night,0,0,0,
WASHINGTON DULLES INTL ARPT,B-737-500,Substantial,7/31/2001,UNITED AIRLINES,DC,Approach,Large,Canada goose,Dusk,0,559688,559688,135
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,7/31/2001,AMERICAN EAGLE AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
LOUISVILLE INTL ARPT,B-727,Minor,7/31/2001,UPS AIRLINES,Kentucky,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
DENVER INTL AIRPORT,B-727,None,7/31/2001,DELTA AIR LINES,Colorado,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,
MINETA SAN JOSE INTL,MD-83,None,7/31/2001,AMERICAN AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,150
GREATER PITTSBURGH,DORNIER 328,None,7/31/2001,PSA AIRLINES,Pennsylvania,Descent,Small,Unknown bird - small,Day,0,0,0,
DENVER INTL AIRPORT,A-319,None,7/31/2001,UNITED AIRLINES,Colorado,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,DC-9-30,None,7/31/2001,TRANS WORLD AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,125
PORTLAND INTL (OR),DHC8 DASH 8,None,8/2/2001,HORIZON AIR,Oregon,Landing Roll,Large,Great blue heron,Day,0,0,0,
LAMBERT-ST LOUIS INTL,B-717-200,None,8/2/2001,TRANS WORLD AIRLINES,Missouri,Climb,Medium,Unknown bird - medium,Dawn,0,0,0,
LAMBERT-ST LOUIS INTL,B-757-200,Substantial,8/2/2001,TRANS WORLD AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Day,2864,103061,105925,
LAMBERT-ST LOUIS INTL,EMB-145,None,8/2/2001,CHAUTAUQUA AIRLINES,Missouri,Approach,Small,Mourning dove,Day,0,0,0,120
NEWARK LIBERTY INTL ARPT,A-300,None,8/2/2001,UPS AIRLINES,New Jersey,Landing Roll,Small,European starling,Day,0,0,0,100
PORT COLUMBUS INTL,DA-2000,None,8/2/2001,EXECUTIVE JET AVIATION,Ohio,Landing Roll,Small,American kestrel,Day,0,0,0,
INDIANAPOLIS INTL,B-727-200,None,8/2/2001,UNITED AIRLINES,Indiana,Take-off run,Small,Mourning dove,Day,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,GULFAERO III,None,8/2/2001,BUSINESS,North Carolina,Approach,Small,Unknown bird - small,Dusk,0,0,0,
TETERBORO AIRPORT,C-560,None,8/2/2001,BUSINESS,New Jersey,Landing Roll,Small,Rock pigeon,Dusk,0,0,0,
MEMPHIS INTL,B-727-200,None,8/2/2001,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,
AUSTIN-BERGSTROM INTL,B-737,None,8/3/2001,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,
INDIANAPOLIS INTL,CL-RJ100/200,None,8/3/2001,ATLANTIC COAST AIRLINES,Indiana,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,100
ORLANDO INTL,DC-8-63,Substantial,8/3/2001,ABX AIR,Florida,Climb,Medium,Unknown bird - medium,Night,0,0,0,160
CHARLOTTE/DOUGLAS INTL ARPT,A-320,None,8/3/2001,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,8/3/2001,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,MD-83,None,8/3/2001,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,129
ATLANTA INTL,MD-88,None,8/3/2001,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,135
LAMBERT-ST LOUIS INTL,MD-82,None,8/4/2001,TRANS WORLD AIRLINES,Missouri,Take-off run,Small,American kestrel,Day,0,0,0,110
NASHVILLE INTL,B-727,None,8/4/2001,DELTA AIR LINES,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,
KANSAS CITY INTL,A-300,None,8/4/2001,FEDEX EXPRESS,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,130
PHILADELPHIA INTL,B-737-300,None,8/5/2001,US AIRWAYS*,Pennsylvania,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,
ORLANDO INTL,B-737-200,Substantial,8/5/2001,DELTA AIR LINES,Florida,Climb,Small,Mourning dove,Day,0,0,0,170
MEMPHIS INTL,DC-10,None,8/5/2001,FEDEX EXPRESS,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,250
SALT LAKE CITY INTL,B-737-300,None,8/5/2001,SOUTHWEST AIRLINES,Utah,Climb,Small,Unknown bird - small,Night,0,0,0,155
JOHN F KENNEDY INTL,B-767-200,None,8/6/2001,UNITED AIRLINES,New York,Take-off run,Small,Barn swallow,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,MD-83,None,8/7/2001,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,180
MINNEAPOLIS-ST PAUL INTL,SAAB-340,None,8/7/2001,MESABA AIRLINES,Minnesota,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,100
PORTLAND INTL (OR),B-737-300,None,8/7/2001,UNITED AIRLINES,Oregon,Landing Roll,Small,American kestrel,Day,0,0,0,
GREATER PITTSBURGH,A-320,None,8/7/2001,US AIRWAYS*,Pennsylvania,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100
LAMBERT-ST LOUIS INTL,MD-83,None,8/7/2001,TRANS WORLD AIRLINES,Missouri,Take-off run,Small,American kestrel,Day,0,0,0,150
ATLANTIC CITY INTL,PA-28,Minor,8/8/2001,PRIVATELY OWNED,New Jersey,Approach,Large,Canada goose,Day,0,0,0,100
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,8/8/2001,AMERICAN AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Day,0,0,0,210
SACRAMENTO INTL,B-737-300,None,8/8/2001,UNITED AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,Minor,8/8/2001,AMERICAN AIRLINES,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,
DETROIT METRO WAYNE COUNTY ARPT,ATR-42,None,8/8/2001,EXPRESSJET (CONTINENTAL EXPRS),Michigan,Climb,Small,Unknown bird - small,Day,0,0,0,125
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,8/8/2001,MILITARY,Louisiana,Take-off run,Small,Barn swallow,Day,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,B-737-300,None,8/8/2001,FRONTIER AIRLINES,Texas,Approach,Small,Unknown bird - small,Dusk,0,0,0,230
ORLANDO INTL,B-737-200,None,8/8/2001,SOUTHWEST AIRLINES,Florida,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,110
INDIANAPOLIS INTL,B-727-200,None,8/8/2001,FEDEX EXPRESS,Indiana,Approach,Small,Unknown bird - small,Night,0,0,0,
PHOENIX SKY HARBOR,B-757-200,None,8/9/2001,AMERICA WEST AIRLINES,Arizona,Approach,Large,Unknown bird - large,Day,0,0,0,
PHILADELPHIA INTL,B-737-400,Minor,8/9/2001,US AIRWAYS*,Pennsylvania,Climb,Medium,Unknown bird - medium,Day,0,0,0,240
LAMBERT-ST LOUIS INTL,B-757-200,None,8/9/2001,TRANS WORLD AIRLINES,Missouri,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
BALTIMORE WASH INTL,A-320,None,8/9/2001,AMERICA WEST AIRLINES,Maryland,Climb,Small,Unknown bird - small,Dawn,0,0,0,220
BARKSDALE AIR FORCE BASE ARPT,T-38A,None,8/9/2001,MILITARY,Louisiana,Climb,Small,American robin,Day,0,0,0,240
DALLAS/FORT WORTH INTL ARPT,MD-80,Minor,8/10/2001,AMERICAN AIRLINES,Texas,Approach,Small,Rock pigeon,Day,0,0,0,130
DENVER INTL AIRPORT,BA-146-200,None,8/10/2001,AIR CANADA,Colorado,Climb,Small,Unknown bird - small,Day,0,0,0,140
LAGUARDIA NY,MD-82,None,8/11/2001,AMERICAN AIRLINES,New York,Climb,Small,Unknown bird - small,Dawn,0,0,0,165
TETERBORO AIRPORT,LEARJET-35,None,8/11/2001,BUSINESS,New Jersey,Take-off run,Small,Rock pigeon,Day,0,0,0,
SACRAMENTO INTL,B-737-500,None,8/12/2001,UNITED AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,DHC8 DASH 8,None,8/12/2001,PIEDMONT AIRLINES,North Carolina,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,95
LOUISVILLE INTL ARPT,B-727,None,8/12/2001,DELTA AIR LINES,Kentucky,Take-off run,Small,Eastern meadowlark,Dawn,0,0,0,100
KANSAS CITY INTL,B-737-700,None,8/12/2001,SOUTHWEST AIRLINES,Missouri,Approach,Small,Western meadowlark,Day,0,0,0,140
